date,0,1,2,3,4,5,6,OT
1990/2/7 0:00,0.765,1.693,0.834725,0.672495,0.211242,0.006718,0.536193,0.5882
1990/2/8 0:00,0.7605,1.692,0.83696,0.674172,0.211242,0.006728,0.536049,0.5877
1990/2/9 0:00,0.7601,1.6892,0.838715,0.670466,0.211242,0.00672,0.535619,0.588
1990/2/10 0:00,0.7635,1.665,0.840195,0.664011,0.211242,0.006681,0.533333,0.5872
1990/2/11 0:00,0.7596,1.651,0.837521,0.66072,0.211242,0.006654,0.533333,0.5884
1990/2/12 0:00,0.7585,1.6388,0.839913,0.666667,0.211242,0.006676,0.534045,0.5878
1990/2/13 0:00,0.7611,1.649,0.84246,0.666889,0.211242,0.006676,0.533903,0.5891
1990/2/14 0:00,0.7596,1.639,0.843811,0.663702,0.211242,0.006613,0.533476,0.5889
1990/2/15 0:00,0.7607,1.6425,0.847817,0.662559,0.211242,0.00663,0.533618,0.5879
1990/2/16 0:00,0.7607,1.6181,0.847961,0.661244,0.211242,0.006608,0.534045,0.5907
1990/2/17 0:00,0.758,1.6103,0.848176,0.656211,0.211242,0.006563,0.533618,0.5892
1990/2/18 0:00,0.761,1.6003,0.849041,0.65445,0.211242,0.006555,0.532623,0.5863
1990/2/19 0:00,0.7635,1.609,0.851426,0.654879,0.211242,0.006569,0.533333,0.5874
1990/2/20 0:00,0.7563,1.6175,0.848896,0.65703,0.211242,0.006555,0.533333,0.5898
1990/2/21 0:00,0.7536,1.6235,0.847242,0.662471,0.211242,0.006563,0.533618,0.588
1990/2/22 0:00,0.7549,1.6103,0.844809,0.662822,0.211242,0.006515,0.533618,0.5855
1990/2/23 0:00,0.7565,1.6105,0.847961,0.659326,0.211242,0.006499,0.533476,0.5832
1990/2/24 0:00,0.752,1.5945,0.849762,0.657462,0.211242,0.006487,0.532056,0.5793
1990/2/25 0:00,0.7504,1.601,0.849834,0.660066,0.211242,0.006447,0.53135,0.581
1990/2/26 0:00,0.7474,1.604,0.851064,0.658545,0.211242,0.006498,0.531773,0.5785
1990/2/27 0:00,0.7469,1.618,0.850412,0.655093,0.211242,0.00639,0.530926,0.5805
1990/2/28 0:00,0.7452,1.6261,0.85034,0.658762,0.211242,0.006353,0.530786,0.5808
1990/3/1 0:00,0.7471,1.6275,0.850196,0.659631,0.211242,0.006299,0.529801,0.5767
1990/3/2 0:00,0.7523,1.634,0.851571,0.667557,0.211242,0.00638,0.530082,0.5783
1990/3/3 0:00,0.7548,1.648,0.854336,0.66778,0.211242,0.006336,0.530363,0.579
1990/3/4 0:00,0.7561,1.6315,0.855066,0.66335,0.211265,0.006293,0.530223,0.5778
1990/3/5 0:00,0.7605,1.6355,0.857486,0.665469,0.211265,0.006284,0.530645,0.577
1990/3/6 0:00,0.7669,1.6415,0.856678,0.66379,0.211242,0.006305,0.531915,0.579
1990/3/7 0:00,0.765,1.6415,0.855725,0.666223,0.211242,0.006342,0.532481,0.5782
1990/3/8 0:00,0.765,1.6385,0.858001,0.666089,0.211242,0.006343,0.533191,0.578
1990/3/9 0:00,0.763,1.6385,0.860807,0.66836,0.211242,0.006349,0.532765,0.5784
1990/3/10 0:00,0.7643,1.6343,0.860956,0.668315,0.211242,0.006306,0.531915,0.5783
1990/3/11 0:00,0.7663,1.6425,0.858222,0.673854,0.211242,0.006318,0.532623,0.5792
1990/3/12 0:00,0.7663,1.642,0.859771,0.6744,0.211242,0.006322,0.532765,0.5796
1990/3/13 0:00,0.765,1.6385,0.858369,0.673401,0.211242,0.006299,0.532765,0.5795
1990/3/14 0:00,0.7654,1.631,0.856898,0.671006,0.211242,0.006275,0.532765,0.5796
1990/3/15 0:00,0.7653,1.6338,0.855945,0.670916,0.211242,0.006254,0.532198,0.5777
1990/3/16 0:00,0.77,1.638,0.860363,0.673854,0.211242,0.006285,0.532056,0.5788
1990/3/17 0:00,0.7732,1.6435,0.860659,0.6744,0.211242,0.00639,0.533333,0.5815
1990/3/18 0:00,0.7705,1.6353,0.859993,0.670556,0.211242,0.006335,0.533333,0.5827
1990/3/19 0:00,0.7655,1.6357,0.861326,0.669792,0.211242,0.006341,0.532623,0.5828
1990/3/20 0:00,0.7663,1.6341,0.862589,0.672043,0.211242,0.0063,0.532056,0.5818
1990/3/21 0:00,0.766,1.637,0.861475,0.681663,0.211242,0.0063,0.532623,0.5817
1990/3/22 0:00,0.756,1.6335,0.86192,0.684229,0.211242,0.006299,0.532623,0.5755
1990/3/23 0:00,0.7503,1.636,0.85955,0.686342,0.211242,0.006293,0.532623,0.5735
1990/3/24 0:00,0.75,1.6389,0.858074,0.689417,0.211242,0.006295,0.532765,0.5748
1990/3/25 0:00,0.7457,1.6405,0.858516,0.687049,0.211242,0.006295,0.533049,0.5685
1990/3/26 0:00,0.752,1.643,0.856678,0.687049,0.211242,0.006317,0.533333,0.5708
1990/3/27 0:00,0.7552,1.6422,0.856898,0.687569,0.211242,0.006323,0.532623,0.5727
1990/3/28 0:00,0.7546,1.66,0.859623,0.692185,0.211242,0.006315,0.533049,0.5726
1990/3/29 0:00,0.7565,1.668,0.860215,0.69808,0.211242,0.006329,0.533049,0.5726
1990/3/30 0:00,0.7577,1.6695,0.859476,0.697837,0.211242,0.006333,0.534902,0.5747
1990/3/31 0:00,0.7585,1.678,0.857486,0.712251,0.211242,0.006392,0.535619,0.5721
1990/4/1 0:00,0.7587,1.6763,0.858148,0.716589,0.211242,0.006369,0.536769,0.5739
1990/4/2 0:00,0.76,1.6813,0.848536,0.716743,0.211242,0.006548,0.540249,0.57
1990/4/3 0:00,0.7669,1.684,0.849618,0.716486,0.211242,0.006546,0.540394,0.5708
1990/4/4 0:00,0.7645,1.677,0.84674,0.715308,0.211242,0.006605,0.540687,0.5725
1990/4/5 0:00,0.7625,1.68,0.850557,0.714286,0.211242,0.006604,0.539374,0.5728
1990/4/6 0:00,0.7617,1.6917,0.851934,0.712251,0.211242,0.006564,0.53952,0.5735
1990/4/7 0:00,0.7605,1.6908,0.84868,0.711845,0.211242,0.006542,0.539432,0.5725
1990/4/8 0:00,0.764,1.6912,0.847817,0.702247,0.211242,0.006513,0.539316,0.5735
1990/4/9 0:00,0.764,1.6915,0.838786,0.705219,0.211242,0.006596,0.539258,0.5735
1990/4/10 0:00,0.7653,1.694,0.84488,0.708065,0.211242,0.006612,0.540541,0.5737
1990/4/11 0:00,0.7623,1.6895,0.843526,0.704225,0.211242,0.006598,0.541126,0.5739
1990/4/12 0:00,0.7668,1.6892,0.844523,0.701508,0.211242,0.00668,0.541126,0.5733
1990/4/13 0:00,0.766,1.6946,0.846167,0.70932,0.211242,0.006628,0.541712,0.5741
1990/4/14 0:00,0.772,1.693,0.848896,0.70373,0.211242,0.006609,0.540979,0.5757
1990/4/15 0:00,0.7678,1.6765,0.851426,0.697837,0.211242,0.006551,0.539374,0.5768
1990/4/16 0:00,0.7693,1.6838,0.852806,0.696379,0.211242,0.006605,0.539374,0.5752
1990/4/17 0:00,0.7676,1.675,0.849907,0.693963,0.211242,0.006596,0.539374,0.5768
1990/4/18 0:00,0.771,1.683,0.850557,0.69701,0.211242,0.006551,0.540249,0.5776
1990/4/19 0:00,0.7718,1.6882,0.85266,0.700035,0.211242,0.006555,0.540833,0.5819
1990/4/20 0:00,0.7775,1.6883,0.855945,0.695169,0.211242,0.006556,0.540716,0.5828
1990/4/21 0:00,0.7725,1.6848,0.851064,0.690703,0.211242,0.006513,0.540687,0.5812
1990/4/22 0:00,0.7751,1.6858,0.853898,0.694203,0.211242,0.006472,0.539957,0.5785
1990/4/23 0:00,0.774,1.7025,0.853606,0.695894,0.211242,0.006475,0.540833,0.5783
1990/4/24 0:00,0.7743,1.707,0.853097,0.697934,0.211242,0.00646,0.540979,0.5806
1990/4/25 0:00,0.775,1.7052,0.854336,0.696621,0.211242,0.006491,0.540979,0.5823
1990/4/26 0:00,0.7756,1.7055,0.853242,0.696379,0.211242,0.006485,0.540541,0.5816
1990/4/27 0:00,0.7792,1.713,0.852733,0.705965,0.211242,0.006506,0.540833,0.5823
1990/4/28 0:00,0.784,1.7205,0.851716,0.710379,0.211265,0.006508,0.542741,0.583
1990/4/29 0:00,0.7833,1.723,0.852951,0.706964,0.211242,0.006494,0.542741,0.5825
1990/4/30 0:00,0.7901,1.725,0.851136,0.706464,0.211242,0.006459,0.542741,0.5875
1990/5/1 0:00,0.7852,1.733,0.845881,0.709723,0.211242,0.006462,0.542741,0.586
1990/5/2 0:00,0.7851,1.7305,0.847889,0.708868,0.211242,0.006436,0.542446,0.5852
1990/5/3 0:00,0.7846,1.7355,0.85237,0.711238,0.211242,0.006445,0.542005,0.5873
1990/5/4 0:00,0.7875,1.7428,0.854336,0.710227,0.211242,0.006478,0.542005,0.5872
1990/5/5 0:00,0.7853,1.7393,0.854847,0.707364,0.211242,0.006529,0.543183,0.5872
1990/5/6 0:00,0.7916,1.745,0.857265,0.706464,0.211242,0.006564,0.543183,0.5883
1990/5/7 0:00,0.7964,1.7634,0.860659,0.712251,0.211242,0.006611,0.545703,0.5903
1990/5/8 0:00,0.7974,1.7795,0.860215,0.717103,0.211242,0.006614,0.545554,0.5902
1990/5/9 0:00,0.799,1.7805,0.859697,0.714439,0.211242,0.006633,0.545852,0.59
1990/5/10 0:00,0.7974,1.7865,0.859697,0.713521,0.211242,0.006621,0.54615,0.5903
1990/5/11 0:00,0.8025,1.8058,0.862664,0.716589,0.211242,0.006618,0.548697,0.5912
1990/5/12 0:00,0.8066,1.815,0.864155,0.716178,0.211242,0.006716,0.550206,0.5933
1990/5/13 0:00,0.7965,1.798,0.862292,0.712504,0.211242,0.006726,0.551876,0.5938
1990/5/14 0:00,0.7913,1.7985,0.862589,0.711744,0.211242,0.006729,0.549602,0.5881
1990/5/15 0:00,0.7804,1.806,0.863632,0.717875,0.211242,0.00678,0.550206,0.5918
1990/5/16 0:00,0.7815,1.804,0.862887,0.705965,0.211242,0.006754,0.550206,0.5892
1990/5/17 0:00,0.7899,1.8112,0.864828,0.710732,0.211242,0.006741,0.550206,0.5918
1990/5/18 0:00,0.7915,1.8205,0.867303,0.709824,0.211242,0.006789,0.552486,0.5928
1990/5/19 0:00,0.7819,1.8146,0.866701,0.70922,0.211242,0.006754,0.550509,0.5923
1990/5/20 0:00,0.7838,1.8143,0.86408,0.71048,0.211242,0.006713,0.550509,0.595
1990/5/21 0:00,0.7839,1.8205,0.864304,0.720202,0.211242,0.006736,0.55142,0.5937
1990/5/22 0:00,0.7858,1.8248,0.865052,0.727273,0.211242,0.006741,0.55057,0.5942
1990/5/23 0:00,0.7859,1.812,0.868056,0.727802,0.211242,0.006717,0.549149,0.5918
1990/5/24 0:00,0.7792,1.8135,0.868282,0.725584,0.211242,0.006647,0.548998,0.5894
1990/5/25 0:00,0.7897,1.8335,0.867905,0.730727,0.211242,0.006684,0.549753,0.5888
1990/5/26 0:00,0.7916,1.8438,0.86783,0.732601,0.211242,0.006748,0.551876,0.591
1990/5/27 0:00,0.7938,1.86,0.867303,0.742005,0.211242,0.006843,0.553403,0.5918
1990/5/28 0:00,0.794,1.855,0.866927,0.737735,0.211242,0.006791,0.55371,0.594
1990/5/29 0:00,0.7859,1.8492,0.86783,0.737191,0.211242,0.006684,0.552944,0.589
1990/5/30 0:00,0.785,1.8565,0.868432,0.740192,0.211242,0.006671,0.552792,0.5936
1990/5/31 0:00,0.79,1.872,0.870701,0.750638,0.211242,0.006678,0.554324,0.5987
1990/6/1 0:00,0.7925,1.877,0.869338,0.751315,0.211242,0.006676,0.554324,0.6017
1990/6/2 0:00,0.7953,1.8655,0.870322,0.744048,0.211242,0.00666,0.55325,0.6018
1990/6/3 0:00,0.7992,1.8717,0.87184,0.747105,0.211242,0.006675,0.55371,0.601
1990/6/4 0:00,0.7977,1.8713,0.87146,0.746826,0.211242,0.00666,0.553863,0.6015
1990/6/5 0:00,0.8025,1.884,0.87184,0.75959,0.211242,0.006651,0.555864,0.6085
1990/6/6 0:00,0.8061,1.8925,0.873057,0.765697,0.211242,0.00669,0.556174,0.6075
1990/6/7 0:00,0.8071,1.8998,0.874508,0.773395,0.211242,0.006782,0.556793,0.618
1990/6/8 0:00,0.8045,1.898,0.870928,0.767165,0.211242,0.006739,0.556793,0.6173
1990/6/9 0:00,0.807,1.919,0.873744,0.780336,0.211242,0.006776,0.558347,0.619
1990/6/10 0:00,0.808,1.9198,0.874279,0.774114,0.211242,0.006809,0.558659,0.6197
1990/6/11 0:00,0.8162,1.921,0.877578,0.777122,0.211242,0.006831,0.558815,0.622
1990/6/12 0:00,0.8205,1.9275,0.879894,0.785238,0.211242,0.006861,0.559597,0.6258
1990/6/13 0:00,0.8293,1.9515,0.883704,0.793336,0.211242,0.006821,0.56338,0.6308
1990/6/14 0:00,0.833,1.9453,0.88199,0.788333,0.211242,0.006824,0.562588,0.6295
1990/6/15 0:00,0.8311,1.9443,0.879353,0.784314,0.211242,0.006923,0.563539,0.628
1990/6/16 0:00,0.8302,1.9483,0.875503,0.780336,0.211242,0.00697,0.566893,0.6313
1990/6/17 0:00,0.8325,1.9465,0.878889,0.77821,0.211242,0.006963,0.566893,0.6303
1990/6/18 0:00,0.8168,1.9225,0.872981,0.771605,0.211242,0.00693,0.566572,0.6132
1990/6/19 0:00,0.816,1.892,0.866176,0.764234,0.211242,0.006948,0.566572,0.6153
1990/6/20 0:00,0.8147,1.8758,0.860956,0.759013,0.211242,0.006966,0.566893,0.6165
1990/6/21 0:00,0.8278,1.899,0.867378,0.770713,0.211242,0.007058,0.572082,0.624
1990/6/22 0:00,0.8237,1.908,0.863632,0.769941,0.211242,0.00709,0.568505,0.6255
1990/6/23 0:00,0.8208,1.894,0.859476,0.766871,0.211242,0.007138,0.562493,0.6233
1990/6/24 0:00,0.8123,1.8555,0.854336,0.75815,0.211242,0.007184,0.565131,0.6202
1990/6/25 0:00,0.817,1.8485,0.859845,0.751597,0.211242,0.007151,0.565291,0.6185
1990/6/26 0:00,0.8187,1.864,0.859993,0.755744,0.211242,0.007262,0.564653,0.6215
1990/6/27 0:00,0.821,1.8767,0.858811,0.761093,0.211242,0.007281,0.561167,0.624
1990/6/28 0:00,0.8267,1.8985,0.85859,0.774893,0.211242,0.007317,0.564334,0.6275
1990/6/29 0:00,0.8316,1.9025,0.862515,0.777001,0.211242,0.007299,0.566412,0.623
1990/6/30 0:00,0.8335,1.918,0.863931,0.779727,0.210975,0.007273,0.566251,0.625
1990/7/1 0:00,0.8291,1.8847,0.863931,0.765697,0.211242,0.007273,0.566412,0.6225
1990/7/2 0:00,0.8266,1.8683,0.866101,0.757576,0.211242,0.007303,0.566091,0.619
1990/7/3 0:00,0.8288,1.846,0.867152,0.756315,0.211242,0.007305,0.565131,0.613
1990/7/4 0:00,0.8315,1.884,0.869338,0.770713,0.211242,0.007348,0.565931,0.6215
1990/7/5 0:00,0.8303,1.8768,0.869943,0.768049,0.211242,0.007279,0.565931,0.6204
1990/7/6 0:00,0.831,1.864,0.867002,0.76266,0.211242,0.007285,0.565931,0.6183
1990/7/7 0:00,0.8267,1.871,0.865576,0.764526,0.211242,0.007227,0.567054,0.616
1990/7/8 0:00,0.8254,1.8735,0.864678,0.769527,0.211242,0.007232,0.566412,0.615
1990/7/9 0:00,0.8311,1.889,0.867378,0.775494,0.211242,0.007305,0.567859,0.619
1990/7/10 0:00,0.8298,1.8885,0.867303,0.773994,0.211242,0.007302,0.567698,0.618
1990/7/11 0:00,0.832,1.898,0.868282,0.77821,0.211242,0.007346,0.569314,0.6183
1990/7/12 0:00,0.833,1.9118,0.870398,0.783085,0.211242,0.007468,0.571265,0.6165
1990/7/13 0:00,0.8351,1.9465,0.866176,0.774593,0.211242,0.007553,0.571919,0.6163
1990/7/14 0:00,0.8337,1.97,0.86881,0.782779,0.211242,0.007673,0.578035,0.6193
1990/7/15 0:00,0.8265,1.9675,0.869565,0.782473,0.211242,0.007694,0.577367,0.6168
1990/7/16 0:00,0.814,1.964,0.868508,0.774593,0.211242,0.007695,0.577201,0.6155
1990/7/17 0:00,0.8183,1.9732,0.871688,0.782167,0.211242,0.007773,0.578704,0.6167
1990/7/18 0:00,0.7888,1.9535,0.86783,0.776096,0.211242,0.007803,0.580046,0.6065
1990/7/19 0:00,0.787,1.957,0.865426,0.781861,0.211242,0.007859,0.580046,0.604
1990/7/20 0:00,0.7775,1.965,0.85859,0.785238,0.211242,0.007983,0.582242,0.598
1990/7/21 0:00,0.769,1.9535,0.851209,0.784929,0.211242,0.007997,0.586166,0.6
1990/7/22 0:00,0.782,1.9595,0.856898,0.787402,0.211242,0.007952,0.583601,0.605
1990/7/23 0:00,0.782,1.948,0.852297,0.780031,0.211242,0.007933,0.58548,0.607
1990/7/24 0:00,0.778,1.9464,0.853971,0.780214,0.211242,0.007843,0.584112,0.6048
1990/7/25 0:00,0.7804,1.9565,0.855578,0.787402,0.211242,0.007809,0.584454,0.6063
1990/7/26 0:00,0.7833,1.954,0.856164,0.783085,0.211242,0.007855,0.586166,0.609
1990/7/27 0:00,0.7812,1.956,0.858001,0.78064,0.211242,0.007813,0.581395,0.6098
1990/7/28 0:00,0.7835,1.953,0.858959,0.777001,0.211242,0.007788,0.585995,0.613
1990/7/29 0:00,0.7821,1.9475,0.856898,0.775494,0.211242,0.007746,0.584624,0.6141
1990/7/30 0:00,0.7848,1.944,0.856311,0.777001,0.211242,0.007695,0.586166,0.6145
1990/7/31 0:00,0.7837,1.95,0.858222,0.783576,0.211242,0.007664,0.583942,0.6115
1990/8/1 0:00,0.7765,1.9515,0.858001,0.786968,0.211242,0.007776,0.585138,0.6071
1990/8/2 0:00,0.782,1.9695,0.863036,0.79968,0.211242,0.007886,0.588062,0.6145
1990/8/3 0:00,0.787,1.973,0.861252,0.8,0.211242,0.007855,0.58651,0.6145
1990/8/4 0:00,0.7785,1.976,0.859993,0.803859,0.211242,0.007803,0.587372,0.6135
1990/8/5 0:00,0.7781,1.967,0.855432,0.800961,0.211242,0.007698,0.585309,0.612
1990/8/6 0:00,0.7794,1.9665,0.854701,0.8,0.211242,0.007708,0.584112,0.6105
1990/8/7 0:00,0.7725,1.9642,0.85778,0.797639,0.211242,0.007716,0.584283,0.6125
1990/8/8 0:00,0.7707,1.961,0.858738,0.802568,0.211242,0.007715,0.583601,0.61
1990/8/9 0:00,0.772,1.9595,0.860511,0.798594,0.211242,0.007736,0.584283,0.6095
1990/8/10 0:00,0.7635,1.9707,0.859771,0.802761,0.191015,0.007752,0.584966,0.6095
1990/8/11 0:00,0.7653,1.9698,0.862069,0.801732,0.191015,0.007755,0.584966,0.6118
1990/8/12 0:00,0.7635,1.9685,0.862664,0.799169,0.191015,0.007834,0.583431,0.6125
1990/8/13 0:00,0.7658,1.967,0.862589,0.794597,0.191015,0.007852,0.585138,0.6137
1990/8/14 0:00,0.7663,1.9658,0.862069,0.788955,0.191015,0.007767,0.584966,0.6119
1990/8/15 0:00,0.7684,1.976,0.859476,0.793651,0.191015,0.007792,0.585309,0.6113
1990/8/16 0:00,0.7691,1.972,0.858222,0.788457,0.191015,0.007701,0.585995,0.61
1990/8/17 0:00,0.7722,1.9515,0.858516,0.783085,0.191015,0.00755,0.583942,0.6092
1990/8/18 0:00,0.774,1.9392,0.85778,0.783392,0.191015,0.007513,0.58072,0.609
1990/8/19 0:00,0.7768,1.9195,0.858001,0.773994,0.191015,0.00744,0.58072,0.61
1990/8/20 0:00,0.7773,1.926,0.859254,0.778695,0.191015,0.00746,0.580383,0.6093
1990/8/21 0:00,0.7692,1.922,0.859845,0.77912,0.191015,0.007433,0.581564,0.609
1990/8/22 0:00,0.77,1.938,0.860363,0.785855,0.191015,0.007556,0.581903,0.6008
1990/8/23 0:00,0.7735,1.95,0.862813,0.791766,0.191015,0.007631,0.582072,0.6025
1990/8/24 0:00,0.7667,1.9425,0.864304,0.792393,0.191015,0.007582,0.584283,0.6043
1990/8/25 0:00,0.7677,1.939,0.862887,0.788955,0.191015,0.00757,0.58326,0.6005
1990/8/26 0:00,0.766,1.944,0.86192,0.790826,0.191015,0.007586,0.583431,0.6011
1990/8/27 0:00,0.7581,1.9435,0.862069,0.790202,0.191015,0.007568,0.584454,0.596
1990/8/28 0:00,0.7675,1.9391,0.862143,0.784806,0.191015,0.007522,0.58309,0.5985
1990/8/29 0:00,0.766,1.9285,0.863931,0.784314,0.191015,0.007505,0.582751,0.5913
1990/8/30 0:00,0.7701,1.935,0.864603,0.787216,0.191015,0.007506,0.580552,0.5872
1990/8/31 0:00,0.771,1.931,0.862589,0.787402,0.191015,0.007454,0.578704,0.5997
1990/9/1 0:00,0.7734,1.906,0.862813,0.775314,0.191015,0.007416,0.576037,0.59
1990/9/2 0:00,0.773,1.885,0.862069,0.763942,0.191015,0.007375,0.573559,0.586
1990/9/3 0:00,0.774,1.867,0.861772,0.759878,0.191015,0.00735,0.573559,0.5855
1990/9/4 0:00,0.774,1.885,0.862069,0.765111,0.191015,0.00735,0.569801,0.586
1990/9/5 0:00,0.7675,1.887,0.861178,0.765697,0.191015,0.007329,0.569963,0.585
1990/9/6 0:00,0.77,1.921,0.861178,0.781555,0.191015,0.007401,0.573559,0.5855
1990/9/7 0:00,0.772,1.9285,0.861698,0.783085,0.191015,0.007366,0.574713,0.5865
1990/9/8 0:00,0.7735,1.9425,0.864006,0.792267,0.191015,0.007429,0.573559,0.5918
1990/9/9 0:00,0.7784,1.9465,0.867303,0.789578,0.191015,0.007516,0.573394,0.5935
1990/9/10 0:00,0.7793,1.932,0.868583,0.784006,0.191015,0.007402,0.570939,0.5911
1990/9/11 0:00,0.7775,1.905,0.867077,0.773934,0.191015,0.007315,0.568828,0.592
1990/9/12 0:00,0.7785,1.906,0.868432,0.776398,0.191015,0.007329,0.568182,0.5923
1990/9/13 0:00,0.7728,1.9258,0.865127,0.785423,0.191015,0.00746,0.568343,0.5906
1990/9/14 0:00,0.7733,1.905,0.867604,0.776096,0.191015,0.007429,0.56899,0.5905
1990/9/15 0:00,0.7728,1.907,0.867303,0.78125,0.191015,0.007449,0.568505,0.5937
1990/9/16 0:00,0.7765,1.9045,0.870701,0.779362,0.191015,0.007405,0.566733,0.593
1990/9/17 0:00,0.781,1.904,0.870701,0.77682,0.191015,0.007358,0.566893,0.594
1990/9/18 0:00,0.7889,1.9047,0.870625,0.775795,0.191015,0.007307,0.565611,0.5972
1990/9/19 0:00,0.7817,1.9228,0.865501,0.785855,0.191015,0.007526,0.572902,0.5943
1990/9/20 0:00,0.7778,1.9416,0.862962,0.792393,0.191015,0.00753,0.572902,0.5947
1990/9/21 0:00,0.782,1.9477,0.860956,0.794786,0.191015,0.007593,0.577367,0.596
1990/9/22 0:00,0.7841,1.955,0.862962,0.797957,0.191015,0.007552,0.576535,0.596
1990/9/23 0:00,0.7787,1.96,0.862887,0.794913,0.191015,0.007563,0.579206,0.5968
1990/9/24 0:00,0.776,1.9575,0.858738,0.793651,0.191015,0.00756,0.579206,0.5966
1990/9/25 0:00,0.7812,1.9642,0.860511,0.791452,0.191015,0.007564,0.579206,0.5975
1990/9/26 0:00,0.7836,1.9695,0.862292,0.793336,0.191015,0.007603,0.579374,0.6002
1990/9/27 0:00,0.785,1.961,0.861698,0.788955,0.191015,0.007599,0.578369,0.5995
1990/9/28 0:00,0.7826,1.965,0.859919,0.794913,0.191015,0.007607,0.577034,0.5987
1990/9/29 0:00,0.782,1.9763,0.861475,0.798403,0.191015,0.007607,0.577367,0.5997
1990/9/30 0:00,0.7817,1.9772,0.863409,0.799233,0.191015,0.007629,0.581734,0.6002
1990/10/1 0:00,0.7765,1.983,0.862441,0.800641,0.191015,0.007708,0.583431,0.5995
1990/10/2 0:00,0.7787,1.999,0.863558,0.809913,0.191015,0.007791,0.584283,0.6003
1990/10/3 0:00,0.7816,1.9965,0.862292,0.808081,0.191015,0.007816,0.584112,0.603
1990/10/4 0:00,0.7796,1.987,0.863185,0.803536,0.191015,0.007819,0.583771,0.6007
1990/10/5 0:00,0.7793,1.997,0.864454,0.809389,0.191015,0.00783,0.584966,0.601
